nanoparticle,type_organic_inorganic,coat,diameter,dose,zeta_potential,cell_line,cell_line_or_primary,human_or_animal,animal_species,cell_morphology,cell_age_embryonic_or_adult,cell_organ_or_tissue,exposure_time,test_assay,test_indicator,biochemical_metric,cell_viability,inference_checked_y_n,colloidal_stability_checked_y_n,positive_control_y_n,publication_year,particle_id,reference_doi,row_num
Co,I,,17,0.00362646983,,HUVEC,P,H,,Endothelial,E,Umbilical cord,24,CellTiter-Glo,luciferase,ATP content,29.864254,N,N,N,2015,47,10.1016/j.tiv.2014.12.007,1137
Co,I,,17,0.007252939659,,HUVEC,P,H,,Endothelial,E,Umbilical cord,24,CellTiter-Glo,luciferase,ATP content,17.918552,N,N,N,2015,47,10.1016/j.tiv.2014.12.007,1138
Co3O4,I,,200,0.0000001552667776,,BEAS-2B,L,H,,Epithelial,A,Lung,24,Live/Dead,Trypan Blue,cell membrane integrity,99.41581,Y,N,N,2013,48,10.1016/j.tiv.2013.04.008,1139
Co3O4,I,,200,0.0000003310737064,,BEAS-2B,L,H,,Epithelial,A,Lung,24,Live/Dead,Trypan Blue,cell membrane integrity,100.17182,Y,N,N,2013,48,10.1016/j.tiv.2013.04.008,1140
Co3O4,I,,200,0.0000006605789068,,BEAS-2B,L,H,,Epithelial,A,Lung,24,Live/Dead,Trypan Blue,cell membrane integrity,97.52577,Y,N,N,2013,48,10.1016/j.tiv.2013.04.008,1141
Co3O4,I,,200,0.000001371615479,,BEAS-2B,L,H,,Epithelial,A,Lung,24,Live/Dead,Trypan Blue,cell membrane integrity,97.90378,Y,N,N,2013,48,10.1016/j.tiv.2013.04.008,1142
Co3O4,I,,200,0.000002736732753,,BEAS-2B,L,H,,Epithelial,A,Lung,24,Live/Dead,Trypan Blue,cell membrane integrity,98.281784,Y,N,N,2013,48,10.1016/j.tiv.2013.04.008,1143
Co3O4,I,,200,0.000005317333542,,BEAS-2B,L,H,,Epithelial,A,Lung,24,Live/Dead,Trypan Blue,cell membrane integrity,97.52577,Y,N,N,2013,48,10.1016/j.tiv.2013.04.008,1144
Co3O4,I,,200,0.00001104082748,,BEAS-2B,L,H,,Epithelial,A,Lung,24,Live/Dead,Trypan Blue,cell membrane integrity,91.099655,Y,N,N,2013,48,10.1016/j.tiv.2013.04.008,1145
Co3O4,I,,200,0.00000006079323978,,BEAS-2B,L,H,,Epithelial,A,Lung,24,CellTiter-Glo,luciferase,ATP content,95.206894,Y,N,N,2013,48,10.1016/j.tiv.2013.04.008,1146
Co3O4,I,,200,0.000000182927623,,BEAS-2B,L,H,,Epithelial,A,Lung,24,CellTiter-Glo,luciferase,ATP content,90.655174,Y,N,N,2013,48,10.1016/j.tiv.2013.04.008,1147
Co3O4,I,,200,0.0000005504315553,,BEAS-2B,L,H,,Epithelial,A,Lung,24,CellTiter-Glo,luciferase,ATP content,88,Y,N,N,2013,48,10.1016/j.tiv.2013.04.008,1148
Co3O4,I,,200,0.000001677860519,,BEAS-2B,L,H,,Epithelial,A,Lung,24,CellTiter-Glo,luciferase,ATP content,84.586205,Y,N,N,2013,48,10.1016/j.tiv.2013.04.008,1149
Co3O4,I,,200,0.00000491952078,,BEAS-2B,L,H,,Epithelial,A,Lung,24,CellTiter-Glo,luciferase,ATP content,79.655174,Y,N,N,2013,48,10.1016/j.tiv.2013.04.008,1150
Co3O4,I,,200,0.0000148029009,,BEAS-2B,L,H,,Epithelial,A,Lung,24,CellTiter-Glo,luciferase,ATP content,78.51724,Y,N,N,2013,48,10.1016/j.tiv.2013.04.008,1151
Co3O4,I,,200,0.0000000620036495,,BEAS-2B,L,H,,Epithelial,A,Lung,72,CellTiter-Glo,luciferase,ATP content,96.15646,Y,N,N,2013,48,10.1016/j.tiv.2013.04.008,1152
Co3O4,I,,200,0.0000001828228733,,BEAS-2B,L,H,,Epithelial,A,Lung,72,CellTiter-Glo,luciferase,ATP content,93.537415,Y,N,N,2013,48,10.1016/j.tiv.2013.04.008,1153
Co3O4,I,,200,0.0000005529596767,,BEAS-2B,L,H,,Epithelial,A,Lung,72,CellTiter-Glo,luciferase,ATP content,86.42857,Y,N,N,2013,48,10.1016/j.tiv.2013.04.008,1154
Co3O4,I,,200,0.000001630447219,,BEAS-2B,L,H,,Epithelial,A,Lung,72,CellTiter-Glo,luciferase,ATP content,79.319725,Y,N,N,2013,48,10.1016/j.tiv.2013.04.008,1155
Co3O4,I,,200,0.000004931394371,,BEAS-2B,L,H,,Epithelial,A,Lung,72,CellTiter-Glo,luciferase,ATP content,68.46939,Y,N,N,2013,48,10.1016/j.tiv.2013.04.008,1156
Co3O4,I,,200,0.00001472678154,,BEAS-2B,L,H,,Epithelial,A,Lung,72,CellTiter-Glo,luciferase,ATP content,44.14966,Y,N,N,2013,48,10.1016/j.tiv.2013.04.008,1157
CdO,I,,179.3,0.0000003375377585,,Neuro-2a,L,A,Mouse,Neuronal,A,Brain,24,MTT,tetrazolium salt,cell metabolic activity,14.606205,Y,Y,Y,2007,49,10.1021/jp066387v,1158
CdO,I,,179.3,0.000000675075517,,Neuro-2a,L,A,Mouse,Neuronal,A,Brain,24,MTT,tetrazolium salt,cell metabolic activity,13.747017,Y,Y,Y,2007,49,10.1021/jp066387v,1159
CdO,I,,179.3,0.000001687688793,,Neuro-2a,L,A,Mouse,Neuronal,A,Brain,24,MTT,tetrazolium salt,cell metabolic activity,2.5775657,Y,Y,Y,2007,49,10.1021/jp066387v,1160
CdO,I,,179.3,0.000003375377585,,Neuro-2a,L,A,Mouse,Neuronal,A,Brain,24,MTT,tetrazolium salt,cell metabolic activity,2.5775657,Y,Y,Y,2007,49,10.1021/jp066387v,1161
CdO,I,,179.3,0.00000675075517,,Neuro-2a,L,A,Mouse,Neuronal,A,Brain,24,MTT,tetrazolium salt,cell metabolic activity,1.1455847,Y,Y,Y,2007,49,10.1021/jp066387v,1162
MnO,I,PEG,24,0.0008544227825,,HMEC-1,L,A,,Endothelial,A,Skin,24,ATPLite,luciferase,ATP content,64.948456,N,N,N,2015,50,10.3762/bjnano.6.28,1163
MnO,I,PEG,24,0.0008544227825,,HMEC-1,L,A,,Endothelial,A,Skin,72,ATPLite,luciferase,ATP content,7,N,N,N,2015,50,10.3762/bjnano.6.28,1164
MnO,I,PEG-NH2,24,0.0008544227825,,HMEC-1,L,A,,Endothelial,A,Skin,24,ATPLite,luciferase,ATP content,62.783504,N,N,N,2015,50,10.3762/bjnano.6.28,1165
MnO,I,PEG-NH2,24,0.0008544227825,,HMEC-1,L,A,,Endothelial,A,Skin,72,ATPLite,luciferase,ATP content,2.8,N,N,N,2015,50,10.3762/bjnano.6.28,1166
MnO,I,,10,0.00005905770273,,HMEC-1,L,A,,Endothelial,A,Skin,24,ATPLite,luciferase,ATP content,94.588234,N,N,N,2015,50,10.3762/bjnano.6.28,1167
MnO,I,,10,0.0005905770273,,HMEC-1,L,A,,Endothelial,A,Skin,24,ATPLite,luciferase,ATP content,82.588234,N,N,N,2015,50,10.3762/bjnano.6.28,1168
MnO,I,,10,0.002952885136,,HMEC-1,L,A,,Endothelial,A,Skin,24,ATPLite,luciferase,ATP content,89.64706,N,N,N,2015,50,10.3762/bjnano.6.28,1169
MnO,I,,10,0.005905770273,,HMEC-1,L,A,,Endothelial,A,Skin,24,ATPLite,luciferase,ATP content,79.76471,N,N,N,2015,50,10.3762/bjnano.6.28,1170
MnO,I,,10,0.02952885136,,HMEC-1,L,A,,Endothelial,A,Skin,24,ATPLite,luciferase,ATP content,43.764706,N,N,N,2015,50,10.3762/bjnano.6.28,1171
MnO,I,,24,0.000004272113913,,HMEC-1,L,A,,Endothelial,A,Skin,24,ATPLite,luciferase,ATP content,89.64706,N,N,N,2015,50,10.3762/bjnano.6.28,1172
MnO,I,,24,0.00004272113913,,HMEC-1,L,A,,Endothelial,A,Skin,24,ATPLite,luciferase,ATP content,93.17647,N,N,N,2015,50,10.3762/bjnano.6.28,1173
MnO,I,,24,0.0002136056956,,HMEC-1,L,A,,Endothelial,A,Skin,24,ATPLite,luciferase,ATP content,67.76471,N,N,N,2015,50,10.3762/bjnano.6.28,1174
MnO,I,,24,0.0004272113913,,HMEC-1,L,A,,Endothelial,A,Skin,24,ATPLite,luciferase,ATP content,50.117645,N,N,N,2015,50,10.3762/bjnano.6.28,1175
MnO,I,,24,0.002136056956,,HMEC-1,L,A,,Endothelial,A,Skin,24,ATPLite,luciferase,ATP content,2.1176472,N,N,N,2015,50,10.3762/bjnano.6.28,1176
MnO,I,,14,0.1076124321,,A549,L,H,,Epithelial,A,Lung,48,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,32.53112,N,N,N,2010,51,10.1007/s00449-009-0354-5,1177
MnO,I,,14,0.1076124321,,MCF7,L,H,,Epithelial,A,Breast,48,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,60.414936,N,N,N,2010,51,10.1007/s00449-009-0354-5,1178
MnO,I,,14,0.1076124321,,T98G,L,H,,Fibroblast,A,Brain,48,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,29.875519,N,N,N,2010,51,10.1007/s00449-009-0354-5,1179
MnO,I,,14,0.1076124321,,A549,L,H,,Epithelial,A,Lung,96,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,77.44945,N,N,N,2010,51,10.1007/s00449-009-0354-5,1180
MnO,I,,14,0.1076124321,,MCF7,L,H,,Epithelial,A,Breast,96,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,78.984985,N,N,N,2010,51,10.1007/s00449-009-0354-5,1181
MnO,I,,14,0.1076124321,,T98G,L,H,,Fibroblast,A,Brain,96,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,99.189186,N,N,N,2010,51,10.1007/s00449-009-0354-5,1182
Bi,I,,20,0.0005,,HeLa,L,H,,Epithelial,A,Cervix,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,97.05882,N,N,N,2012,52,10.1007/s10856-012-4716-1,1183
Bi,I,,20,0.005,,HeLa,L,H,,Epithelial,A,Cervix,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,85.882355,N,N,N,2012,52,10.1007/s10856-012-4716-1,1184
Bi,I,,20,0.05,,HeLa,L,H,,Epithelial,A,Cervix,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,55.882355,N,N,N,2012,52,10.1007/s10856-012-4716-1,1185
Bi,I,,20,0.0005,,MG-63,L,H,,Fibroblast,A,Bone,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,98.83041,N,N,N,2012,52,10.1007/s10856-012-4716-1,1186
Bi,I,,20,0.005,,MG-63,L,H,,Fibroblast,A,Bone,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,87.13451,N,N,N,2012,52,10.1007/s10856-012-4716-1,1187
Bi,I,,20,0.05,,MG-63,L,H,,Fibroblast,A,Bone,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,71.34503,N,N,N,2012,52,10.1007/s10856-012-4716-1,1188
Bi,I,,20,0.0005,,HeLa,L,H,,Epithelial,A,Cervix,24,MTT,tetrazolium salt,cell metabolic activity,95.54656,N,N,N,2012,52,10.1007/s10856-012-4716-1,1189
Bi,I,,20,0.005,,HeLa,L,H,,Epithelial,A,Cervix,24,MTT,tetrazolium salt,cell metabolic activity,87.04453,N,N,N,2012,52,10.1007/s10856-012-4716-1,1190
Bi,I,,20,0.05,,HeLa,L,H,,Epithelial,A,Cervix,24,MTT,tetrazolium salt,cell metabolic activity,54.25101,N,N,N,2012,52,10.1007/s10856-012-4716-1,1191
Bi,I,,20,0.0005,,MG-63,L,H,,Fibroblast,A,Bone,24,MTT,tetrazolium salt,cell metabolic activity,96.76113,N,N,N,2012,52,10.1007/s10856-012-4716-1,1192
Bi,I,,20,0.005,,MG-63,L,H,,Fibroblast,A,Bone,24,MTT,tetrazolium salt,cell metabolic activity,93.11741,N,N,N,2012,52,10.1007/s10856-012-4716-1,1193
Bi,I,,20,0.05,,MG-63,L,H,,Fibroblast,A,Bone,24,MTT,tetrazolium salt,cell metabolic activity,68.0162,N,N,N,2012,52,10.1007/s10856-012-4716-1,1194
Bi,I,,20,0.05,,HeLa,L,H,,Epithelial,A,Cervix,12,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,90.95965,N,N,N,2012,52,10.1007/s10856-012-4716-1,1195
Bi,I,,20,0.05,,HeLa,L,H,,Epithelial,A,Cervix,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,75.72383,N,N,N,2012,52,10.1007/s10856-012-4716-1,1196
Bi,I,,20,0.05,,HeLa,L,H,,Epithelial,A,Cervix,48,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,55.578434,N,N,N,2012,52,10.1007/s10856-012-4716-1,1197
Bi,I,,20,0.05,,HeLa,L,H,,Epithelial,A,Cervix,72,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,34.6066,N,N,N,2012,52,10.1007/s10856-012-4716-1,1198
Bi,I,,20,0.05,,HeLa,L,H,,Epithelial,A,Cervix,96,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,23.141573,N,N,N,2012,52,10.1007/s10856-012-4716-1,1199
Bi,I,,20,0.05,,MG-63,L,H,,Fibroblast,A,Bone,12,MTT,tetrazolium salt,cell metabolic activity,93.75,N,N,N,2012,52,10.1007/s10856-012-4716-1,1200
Bi,I,,20,0.05,,MG-63,L,H,,Fibroblast,A,Bone,24,MTT,tetrazolium salt,cell metabolic activity,82.5,N,N,N,2012,52,10.1007/s10856-012-4716-1,1201
Bi,I,,20,0.05,,MG-63,L,H,,Fibroblast,A,Bone,48,MTT,tetrazolium salt,cell metabolic activity,71.25,N,N,N,2012,52,10.1007/s10856-012-4716-1,1202
Bi,I,,20,0.05,,MG-63,L,H,,Fibroblast,A,Bone,72,MTT,tetrazolium salt,cell metabolic activity,54.166668,N,N,N,2012,52,10.1007/s10856-012-4716-1,1203
Bi,I,,20,0.05,,MG-63,L,H,,Fibroblast,A,Bone,96,MTT,tetrazolium salt,cell metabolic activity,45.833332,N,N,N,2012,52,10.1007/s10856-012-4716-1,1204
Bi,I,silica,30,0.0005,,HeLa,L,H,,Epithelial,A,Cervix,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,99.411766,N,N,N,2012,52,10.1007/s10856-012-4716-1,1205
Bi,I,silica,30,0.005,,HeLa,L,H,,Epithelial,A,Cervix,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,83.52941,N,N,N,2012,52,10.1007/s10856-012-4716-1,1206
Bi,I,silica,30,0.05,,HeLa,L,H,,Epithelial,A,Cervix,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,59.411766,N,N,N,2012,52,10.1007/s10856-012-4716-1,1207
Bi,I,silica,30,0.0005,,MG-63,L,H,,Fibroblast,A,Bone,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,97.66082,N,N,N,2012,52,10.1007/s10856-012-4716-1,1208
Bi,I,silica,30,0.005,,MG-63,L,H,,Fibroblast,A,Bone,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,93.56725,N,N,N,2012,52,10.1007/s10856-012-4716-1,1209
Bi,I,silica,30,0.05,,MG-63,L,H,,Fibroblast,A,Bone,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,76.608185,N,N,N,2012,52,10.1007/s10856-012-4716-1,1210
Bi,I,silica,30,0.0005,,HeLa,L,H,,Epithelial,A,Cervix,24,MTT,tetrazolium salt,cell metabolic activity,99.190285,N,N,N,2012,52,10.1007/s10856-012-4716-1,1211
Bi,I,silica,30,0.005,,HeLa,L,H,,Epithelial,A,Cervix,24,MTT,tetrazolium salt,cell metabolic activity,91.90283,N,N,N,2012,52,10.1007/s10856-012-4716-1,1212
Bi,I,silica,30,0.05,,HeLa,L,H,,Epithelial,A,Cervix,24,MTT,tetrazolium salt,cell metabolic activity,63.967613,N,N,N,2012,52,10.1007/s10856-012-4716-1,1213
Bi,I,silica,30,0.0005,,MG-63,L,H,,Fibroblast,A,Bone,24,MTT,tetrazolium salt,cell metabolic activity,97.97571,N,N,N,2012,52,10.1007/s10856-012-4716-1,1214
Bi,I,silica,30,0.005,,MG-63,L,H,,Fibroblast,A,Bone,24,MTT,tetrazolium salt,cell metabolic activity,93.52227,N,N,N,2012,52,10.1007/s10856-012-4716-1,1215
Bi,I,silica,30,0.05,,MG-63,L,H,,Fibroblast,A,Bone,24,MTT,tetrazolium salt,cell metabolic activity,75.30364,N,N,N,2012,52,10.1007/s10856-012-4716-1,1216
Bi,I,silica,30,0.05,,HeLa,L,H,,Epithelial,A,Cervix,12,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,90.95965,N,N,N,2012,52,10.1007/s10856-012-4716-1,1217
Bi,I,silica,30,0.05,,HeLa,L,H,,Epithelial,A,Cervix,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,82.33531,N,N,N,2012,52,10.1007/s10856-012-4716-1,1218
Bi,I,silica,30,0.05,,HeLa,L,H,,Epithelial,A,Cervix,48,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,58.884174,N,N,N,2012,52,10.1007/s10856-012-4716-1,1219
Bi,I,silica,30,0.05,,HeLa,L,H,,Epithelial,A,Cervix,72,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,46.589905,N,N,N,2012,52,10.1007/s10856-012-4716-1,1220
Bi,I,silica,30,0.05,,HeLa,L,H,,Epithelial,A,Cervix,96,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,32.644173,N,N,N,2012,52,10.1007/s10856-012-4716-1,1221
Bi,I,silica,30,0.05,,MG-63,L,H,,Fibroblast,A,Bone,12,MTT,tetrazolium salt,cell metabolic activity,93.333336,N,N,N,2012,52,10.1007/s10856-012-4716-1,1222
Bi,I,silica,30,0.05,,MG-63,L,H,,Fibroblast,A,Bone,24,MTT,tetrazolium salt,cell metabolic activity,92.916664,N,N,N,2012,52,10.1007/s10856-012-4716-1,1223
Bi,I,silica,30,0.05,,MG-63,L,H,,Fibroblast,A,Bone,48,MTT,tetrazolium salt,cell metabolic activity,76.666664,N,N,N,2012,52,10.1007/s10856-012-4716-1,1224
Bi,I,silica,30,0.05,,MG-63,L,H,,Fibroblast,A,Bone,72,MTT,tetrazolium salt,cell metabolic activity,62.916668,N,N,N,2012,52,10.1007/s10856-012-4716-1,1225
Bi,I,silica,30,0.05,,MG-63,L,H,,Fibroblast,A,Bone,96,MTT,tetrazolium salt,cell metabolic activity,57.5,N,N,N,2012,52,10.1007/s10856-012-4716-1,1226
Bi,I,NH2,20,0.0005,,HeLa,L,H,,Epithelial,A,Cervix,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,99.411766,N,N,N,2012,52,10.1007/s10856-012-4716-1,1227
Bi,I,NH2,20,0.005,,HeLa,L,H,,Epithelial,A,Cervix,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,70,N,N,N,2012,52,10.1007/s10856-012-4716-1,1228
Bi,I,NH2,20,0.05,,HeLa,L,H,,Epithelial,A,Cervix,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,48.235294,N,N,N,2012,52,10.1007/s10856-012-4716-1,1229
Bi,I,NH2,20,0.0005,,MG-63,L,H,,Fibroblast,A,Bone,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,99.411766,N,N,N,2012,52,10.1007/s10856-012-4716-1,1230
Bi,I,NH2,20,0.005,,MG-63,L,H,,Fibroblast,A,Bone,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,82.35294,N,N,N,2012,52,10.1007/s10856-012-4716-1,1231
Bi,I,NH2,20,0.05,,MG-63,L,H,,Fibroblast,A,Bone,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,77.64706,N,N,N,2012,52,10.1007/s10856-012-4716-1,1232
Bi,I,NH2,20,0.0005,,HeLa,L,H,,Epithelial,A,Cervix,24,MTT,tetrazolium salt,cell metabolic activity,92.72727,N,N,N,2012,52,10.1007/s10856-012-4716-1,1233
Bi,I,NH2,20,0.005,,HeLa,L,H,,Epithelial,A,Cervix,24,MTT,tetrazolium salt,cell metabolic activity,77.57576,N,N,N,2012,52,10.1007/s10856-012-4716-1,1234
Bi,I,NH2,20,0.05,,HeLa,L,H,,Epithelial,A,Cervix,24,MTT,tetrazolium salt,cell metabolic activity,47.878788,N,N,N,2012,52,10.1007/s10856-012-4716-1,1235
Bi,I,NH2,20,0.0005,,MG-63,L,H,,Fibroblast,A,Bone,24,MTT,tetrazolium salt,cell metabolic activity,93.333336,N,N,N,2012,52,10.1007/s10856-012-4716-1,1236
Bi,I,NH2,20,0.005,,MG-63,L,H,,Fibroblast,A,Bone,24,MTT,tetrazolium salt,cell metabolic activity,83.63636,N,N,N,2012,52,10.1007/s10856-012-4716-1,1237
Bi,I,NH2,20,0.05,,MG-63,L,H,,Fibroblast,A,Bone,24,MTT,tetrazolium salt,cell metabolic activity,71.51515,N,N,N,2012,52,10.1007/s10856-012-4716-1,1238
Bi,I,NH2,20,0.05,,HeLa,L,H,,Epithelial,A,Cervix,12,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,91.49671,N,N,N,2012,52,10.1007/s10856-012-4716-1,1239
Bi,I,NH2,20,0.05,,HeLa,L,H,,Epithelial,A,Cervix,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,69.99874,N,N,N,2012,52,10.1007/s10856-012-4716-1,1240
Bi,I,NH2,20,0.05,,HeLa,L,H,,Epithelial,A,Cervix,48,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,48.040874,N,N,N,2012,52,10.1007/s10856-012-4716-1,1241
Bi,I,NH2,20,0.05,,HeLa,L,H,,Epithelial,A,Cervix,72,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,22.370241,N,N,N,2012,52,10.1007/s10856-012-4716-1,1242
Bi,I,NH2,20,0.05,,HeLa,L,H,,Epithelial,A,Cervix,96,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,5.3608623,N,N,N,2012,52,10.1007/s10856-012-4716-1,1243
Bi,I,NH2,20,0.05,,MG-63,L,H,,Fibroblast,A,Bone,12,MTT,tetrazolium salt,cell metabolic activity,92.8719,N,N,N,2012,52,10.1007/s10856-012-4716-1,1244
Bi,I,NH2,20,0.05,,MG-63,L,H,,Fibroblast,A,Bone,24,MTT,tetrazolium salt,cell metabolic activity,82.024796,N,N,N,2012,52,10.1007/s10856-012-4716-1,1245
Bi,I,NH2,20,0.05,,MG-63,L,H,,Fibroblast,A,Bone,48,MTT,tetrazolium salt,cell metabolic activity,69.93802,N,N,N,2012,52,10.1007/s10856-012-4716-1,1246
Bi,I,NH2,20,0.05,,MG-63,L,H,,Fibroblast,A,Bone,72,MTT,tetrazolium salt,cell metabolic activity,58.161156,N,N,N,2012,52,10.1007/s10856-012-4716-1,1247
Bi,I,NH2,20,0.05,,MG-63,L,H,,Fibroblast,A,Bone,96,MTT,tetrazolium salt,cell metabolic activity,34.607437,N,N,N,2012,52,10.1007/s10856-012-4716-1,1248
Bi,I,PEG,20,0.0005,,HeLa,L,H,,Epithelial,A,Cervix,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,98.23529,N,N,N,2012,52,10.1007/s10856-012-4716-1,1249
Bi,I,PEG,20,0.005,,HeLa,L,H,,Epithelial,A,Cervix,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,87.05882,N,N,N,2012,52,10.1007/s10856-012-4716-1,1250
Bi,I,PEG,20,0.05,,HeLa,L,H,,Epithelial,A,Cervix,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,66.47059,N,N,N,2012,52,10.1007/s10856-012-4716-1,1251
Bi,I,PEG,20,0.0005,,MG-63,L,H,,Fibroblast,A,Bone,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,98.23529,N,N,N,2012,52,10.1007/s10856-012-4716-1,1252
Bi,I,PEG,20,0.005,,MG-63,L,H,,Fibroblast,A,Bone,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,91.76471,N,N,N,2012,52,10.1007/s10856-012-4716-1,1253
Bi,I,PEG,20,0.05,,MG-63,L,H,,Fibroblast,A,Bone,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,78.23529,N,N,N,2012,52,10.1007/s10856-012-4716-1,1254
Bi,I,PEG,20,0.0005,,HeLa,L,H,,Epithelial,A,Cervix,24,MTT,tetrazolium salt,cell metabolic activity,98.78788,N,N,N,2012,52,10.1007/s10856-012-4716-1,1255
Bi,I,PEG,20,0.005,,HeLa,L,H,,Epithelial,A,Cervix,24,MTT,tetrazolium salt,cell metabolic activity,91.51515,N,N,N,2012,52,10.1007/s10856-012-4716-1,1256
Bi,I,PEG,20,0.05,,HeLa,L,H,,Epithelial,A,Cervix,24,MTT,tetrazolium salt,cell metabolic activity,63.636364,N,N,N,2012,52,10.1007/s10856-012-4716-1,1257
Bi,I,PEG,20,0.0005,,MG-63,L,H,,Fibroblast,A,Bone,24,MTT,tetrazolium salt,cell metabolic activity,96.969696,N,N,N,2012,52,10.1007/s10856-012-4716-1,1258
Bi,I,PEG,20,0.005,,MG-63,L,H,,Fibroblast,A,Bone,24,MTT,tetrazolium salt,cell metabolic activity,91.51515,N,N,N,2012,52,10.1007/s10856-012-4716-1,1259
Bi,I,PEG,20,0.05,,MG-63,L,H,,Fibroblast,A,Bone,24,MTT,tetrazolium salt,cell metabolic activity,78.181816,N,N,N,2012,52,10.1007/s10856-012-4716-1,1260
Bi,I,PEG,20,0.05,,HeLa,L,H,,Epithelial,A,Cervix,12,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,90.67196,N,N,N,2012,52,10.1007/s10856-012-4716-1,1261
Bi,I,PEG,20,0.05,,HeLa,L,H,,Epithelial,A,Cervix,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,84.43183,N,N,N,2012,52,10.1007/s10856-012-4716-1,1262
Bi,I,PEG,20,0.05,,HeLa,L,H,,Epithelial,A,Cervix,48,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,66.18533,N,N,N,2012,52,10.1007/s10856-012-4716-1,1263
Bi,I,PEG,20,0.05,,HeLa,L,H,,Epithelial,A,Cervix,72,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,54.94919,N,N,N,2012,52,10.1007/s10856-012-4716-1,1264
Bi,I,PEG,20,0.05,,HeLa,L,H,,Epithelial,A,Cervix,96,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,45.772118,N,N,N,2012,52,10.1007/s10856-012-4716-1,1265
Bi,I,PEG,20,0.05,,MG-63,L,H,,Fibroblast,A,Bone,12,MTT,tetrazolium salt,cell metabolic activity,95.97108,N,N,N,2012,52,10.1007/s10856-012-4716-1,1266
Bi,I,PEG,20,0.05,,MG-63,L,H,,Fibroblast,A,Bone,24,MTT,tetrazolium salt,cell metabolic activity,91.0124,N,N,N,2012,52,10.1007/s10856-012-4716-1,1267
Bi,I,PEG,20,0.05,,MG-63,L,H,,Fibroblast,A,Bone,48,MTT,tetrazolium salt,cell metabolic activity,77.68595,N,N,N,2012,52,10.1007/s10856-012-4716-1,1268
